,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2005-08-31,223317.67593839846,114291.11990624416,94436.56216549281,187648.7606886593,407811.38185837923,232884.62621009274,302051.28299468296,274878.6426900956,186260.24189173692,111850.12283440809,426370.7766743304,112769.72825074811,137954.62931045826,114162.16055089777,117473.60076751855,108140.34225794993,93376.09739745468,129859.51498224573,361544.0978827696,228113.37355388355,166885.94923045434,131857.33356254027,173807.51020528655,119028.73089342004,110940.7645154458,201825.47068559923,136598.2859438517,,114945.5550236726,200504.10774317014,264929.4759071892,212014.7091439486,351974.0365348001,125666.85398785648,105758.94270566212,85207.72720267004,204988.28634798678,137964.6623326126,295824.5317655007,152238.80862157108,,111747.42221819908,118757.11743522191,183662.65348416648,195413.72111599395,189224.06629108297,213381.1940529922,165538.5995801496,100027.91614094486,167074.60040587155
2005-09-30,225611.60212009284,114921.52430100112,95018.08806814087,193234.3229049222,413499.45027572254,233274.44385668778,304697.3031603332,279677.23487630585,190631.8652865695,112449.95405438909,433776.4713213783,112936.65953096298,151292.00740662043,114876.06600254284,117768.83229351434,108300.75416914925,94523.40124453638,130817.13960671621,363417.9395715152,248323.90242405148,167888.87463874652,132100.82953541356,174654.1068827855,119447.38780264786,111713.56778478052,202498.2499438123,137613.2144668397,,115232.29878447468,201680.01098341699,269037.9876283244,214140.89312826132,357136.5549507039,126880.43095430615,105993.42144700831,85524.30051736247,208612.20511019923,138945.1558377585,297643.1080495477,148767.31597404624,,112050.98607186752,120808.42365233405,184694.15871480684,197584.44498264123,191142.75484759963,216877.97959106034,169097.19453094795,100602.57715580048,167528.82911791667
2005-10-31,227844.0599321678,115624.1798305793,95591.88923562833,198279.0098752912,418729.94012373185,242546.5011313135,307216.15418869944,284120.84861913294,194687.19411201664,113045.20970346432,440491.1955590292,113081.6414168871,153538.018736802,115534.50247777402,118096.90396221472,108445.35155365233,94772.70464229387,125639.56857463121,365508.8043308468,252012.15317484146,168762.50695019518,133264.6570613592,174714.3070092688,119900.86060944552,112562.78807038518,203791.27906046947,138638.520335009,,115437.8847797228,202838.18167254396,272940.2464521905,216313.59502242654,361588.93673986517,128216.1284083373,106549.21292998498,85810.63168699501,212255.1635530278,141576.94275563947,299679.8228535776,150202.53200924417,,112750.53370273851,119773.83089371731,185373.61980751134,199773.33372380136,192997.89018381076,219992.85164624275,169693.7861231293,101066.85294407113,168024.10328772478
2005-11-30,229905.23646790296,116429.25109614864,96231.09003877042,202370.74541678056,423353.95219580224,244321.2675858261,309491.8564426643,287418.972391884,198298.59501494304,113621.34616586752,446683.75843417546,113311.63405300179,155368.05593668195,116099.38864534153,118400.9563719844,108583.4030394243,95058.98183834627,126828.0221278368,367249.0669905623,255297.3131117966,169615.71521934238,132527.16642462177,175338.4475971467,120404.05467768056,113271.03333421808,205009.07274745867,139693.11805696218,,115650.97163159556,204177.61194726892,276391.18453507376,218302.06853647166,364449.6748509047,129539.53046960513,107951.96281994821,86059.49069319168,215704.77955625026,140350.30231976835,301507.36141513305,151393.78240005614,,113384.7195629458,120341.53505231616,186073.4337420198,192595.2332922182,194737.91646336333,222622.71904508007,170284.57317017848,101735.11478537961,168525.5837745108
2005-12-31,231920.79390123452,117313.7921024473,96834.56625888514,205966.7725028555,427381.7019301185,240397.97634992216,311662.8693359264,290275.2004055223,201673.64730934575,114147.79564115801,452698.6279638322,113564.48269048934,156467.412965899,116570.72021020917,118668.01309918913,108758.08023989873,95341.98924570905,128117.40553501018,368518.19332107407,258348.6892946058,170438.62772451004,132707.6759490252,175854.82518371334,120946.16390753936,113690.97431244743,205878.85142673063,140690.95974264978,,115799.25301988702,205326.023054767,279752.6673678324,220225.5381934114,366135.2634778451,130711.7515058332,108163.39366169198,86331.77098319127,219115.27356675873,141154.12224555507,302805.2981770431,152657.62583842117,,114019.88781675223,123726.91171494802,186786.93868220068,194397.72556026914,196423.12084092372,225061.10154666318,166706.91328361336,102427.02140460045,169016.3327990188
2006-01-31,233797.63434216587,118157.52599770093,97366.04334398636,209106.31980196273,430547.4203873009,236914.54411291986,313516.333677754,292885.6627477332,204768.85796207187,114635.88136343345,459335.4695284425,113743.26932883114,157420.17330705115,117012.188457487,118870.46771034657,108983.27194653238,94409.51381101871,129427.25027567618,369353.77841607254,240984.79694805932,171333.68102626584,133773.3309853001,176324.3254789974,121418.22370677747,114021.50870121887,206101.68213883523,141610.00697083212,,115957.6163658061,206280.51194015663,282892.3746678847,222039.3912504576,367464.8162165324,131729.15396092003,108271.837768235,86587.47937252636,222164.10827536197,142063.11127151814,303404.01870236103,153900.20308655087,,114617.7656356664,124086.24617332684,187770.89659305083,195937.50689201578,197967.24284838044,227567.39994250043,167083.82670871957,103075.68096094957,169281.31056382324
2006-02-28,235288.31795759106,118979.6743900688,97837.12129930592,212216.08142249295,433403.8811320414,238244.37326402715,314896.485883015,295303.55239528936,207695.41954775565,115126.4432542188,466458.516477155,113845.69415226742,158498.2449220421,116257.55345834389,119084.88799060711,109255.57754863554,94712.24630676978,130746.4653396874,369639.68455200177,243387.5633228066,171939.53458181763,132969.0492175468,176635.12287806987,121783.82604509393,114550.987445675,206367.8400557954,142513.50638838884,,116213.45640968955,206878.013400861,285674.4237032139,224077.78055757482,368354.23977713456,132515.67118897184,108311.38113181679,86919.74881890889,225208.95010075843,142865.6637198204,303850.8308452981,155493.0480407736,,115236.48118515866,124433.11110641729,188859.0604262349,197392.6463523211,199419.53791212174,230018.16407146948,167479.4303555461,103382.25846878899,169577.96293547217
2006-03-31,236470.68667392465,119839.28666575848,98333.19480182377,215427.31526890353,436137.24546080653,239521.26850861,316210.96871177224,298034.53472330497,210625.03938182164,115652.2578968105,472844.1879729984,113965.69617862927,159998.93154770337,116674.72740301254,119069.32531858078,109528.87854671162,95097.87051774228,132172.77816536382,369681.91764671984,246007.6218200681,172268.90759798136,132982.00692189025,176817.8279785179,122047.86738047152,115463.5749230826,207078.3971625398,143449.6587512842,,116566.19141449353,207444.4584444961,288280.8392738368,226420.5126441072,369639.095707728,133272.56115806478,108399.92143325025,87333.78690568426,228245.35481227055,143621.94237230442,304600.97416191705,156784.38603002808,,115833.51530285846,124805.06371206672,190069.5456840767,198774.0185437608,200996.53319474065,232514.01853075242,167854.67812823286,103440.02670610881,169978.26870106065
2006-04-30,237525.52120700572,120799.98404795819,98867.68606848456,218358.61765405192,438774.5071766783,247743.9250403317,317737.42875324906,301016.74608165,213567.0182162588,115148.34329098243,478003.3071543478,114197.94052273985,162075.03197528791,117055.605464013,118980.17769397161,109835.91513145252,95438.83267564562,133579.9509827286,369555.3863205716,249962.10801428193,172202.79828846647,132960.6104139882,176705.58552545757,122286.50980587148,116637.1670103161,208477.87486490383,144423.46669295785,,116967.97434549102,208058.01083386195,290968.423211537,228953.98049450552,370708.7021633516,133949.76427780074,108519.42909249778,87820.76262129223,231530.34087061416,144382.93522887258,305851.5458655269,158059.9154505851,,116454.32574138959,125307.09012649894,191629.30838904527,200114.50441323212,202379.58846813012,235013.71549280934,168240.54971615865,103367.04926367452,170802.7811648814
2006-05-31,238723.4632708669,121790.49698487908,99382.58339486926,221080.30759681697,441085.37906490784,249066.3315656706,319280.81188641815,303733.36018516275,216343.93123125116,115637.6153447794,482030.87503060995,114498.20678419317,164250.74271696707,117407.3806523104,118687.21419976174,110218.47679527341,95754.6579370625,134886.52604486232,369404.6541280412,253677.4744044922,172263.17988388662,132955.9382261187,176456.12689168818,122538.56428777243,117554.30714972924,209937.30969588517,145477.20026642035,,117283.33044816053,208730.00935333173,293596.0698053384,231271.28963553093,372049.8240773109,134635.1004165128,108658.41558048736,88229.62018988238,234399.71128990513,145280.15116726301,306836.18998355704,159168.4470844589,,117092.6725733591,125912.67579838674,193300.25771786258,191051.23829774823,203492.94943254112,234482.91714491465,168569.33478561766,103637.53790214327,172070.40131140986
2006-06-30,240076.76717671705,122714.31567668877,99836.67052386906,223355.05898130467,442294.7957026501,250178.8302612127,320272.65618359495,305779.31966048206,218695.7823192543,116105.018290787,485511.91875942127,114849.51861306335,160564.8917104837,117668.83580252132,118555.3596597226,110745.50633969938,96006.90867878485,136010.87868981683,369233.26262434595,257083.543423027,172231.04153963993,132900.36584818337,175890.87193253543,122761.39251594944,118400.0455458012,211694.9697076515,146567.50516054037,,112581.94514579196,209209.39629898564,295931.55686179653,233368.61775011077,372964.7174317344,135344.47926080867,108675.87817768312,88521.79707303634,237088.15352178086,146204.13615435784,307219.91722217464,160788.43769722976,,117684.81632263905,126608.73274967774,195450.74981441622,200981.07505905442,204415.13260332396,236923.3469227232,168841.96815556483,104055.45829350392,173405.0406008402
2006-07-31,241589.66656696884,123580.15123958839,100254.82500941782,225378.62689685682,442649.72445625166,251055.52899017677,320842.4814332898,307545.8781984087,220372.17019759343,116557.9524582036,488649.7435904017,115208.23612372283,161767.97116633796,117854.23085762888,118413.65975796065,111288.43137267887,96252.25674054665,136976.72517137224,368415.54346734256,259324.30082405487,172183.20649380077,132841.2032619268,175317.6409604855,123003.30005626788,119037.53711490368,213633.07334814436,147665.1638865615,,112694.86009774414,209419.25655761358,297664.0783761695,235529.03846104498,373401.63389804214,135994.62601314497,108561.61794661375,88787.75814487829,239716.3006908253,147058.6062784794,306669.16741253174,162544.73011574996,,118344.97003176872,127299.47877164368,198140.02811110712,200977.02806066631,205460.25322072927,244488.89528440233,169034.98981111168,104461.12295103638,174921.22239497025
2006-08-31,243268.30457093942,126779.15791104612,100599.74741190294,227335.4899906802,441945.86028211314,252273.6943488328,321003.2785163092,309002.18618192937,221334.34303009737,118582.80081778439,491321.1990852977,115595.39398869414,162501.0355015032,118135.42275042397,118197.05317952925,111835.70278082683,96534.1795495577,137873.254591608,367681.10099710006,261021.46548592017,172330.59791170666,132812.9023944366,174968.53391628602,123317.73176946999,119805.00674549204,215956.60568935375,148737.74779593854,,112795.99606334281,209284.73680369026,299000.45856458176,237619.77088640767,373223.2509742713,136646.21146525777,108360.54520664575,89115.00144842852,242443.39224489813,147855.49012004494,305457.3395288735,164220.1525090696,,119038.36636536337,127961.52485054958,201341.2878355902,192893.64291884395,206770.61083268272,246421.10665276097,167269.89405618212,104782.13117256445,175948.9721676973
2006-09-30,244773.78958485575,122916.47291090678,100956.55374604266,228772.81490247746,440502.1149535513,253722.1385070517,320885.65950596344,309862.0680832207,221583.19907159478,119176.64126589101,494021.76537794265,115894.60059313681,163075.42887373938,118429.63763657023,117914.52401177834,112335.83171719332,96805.4139466854,138669.05399019556,366729.67342958716,262173.2181997409,172717.18324537209,132820.0085548075,174802.94124071382,123708.21224552004,120487.39008124638,217890.79772728248,146817.6865909187,,115413.15779329593,209318.13663177536,299613.1202465681,239773.9749857626,371613.89671474637,137182.06022890724,108200.44138208043,89563.40120347711,244779.77183180218,148542.28903961644,303658.81670860265,165482.23704308545,148661.92162357835,119786.7761154328,130402.66770337398,203767.36683099714,201651.0065217755,208023.03315030402,248125.18871128964,167642.9721806056,105138.02780050827,176883.602186244
2006-10-31,245895.09665288194,123739.12563637823,101254.56677708449,229738.3008501436,438269.2975311251,255212.59132346007,320505.4848068936,309998.5328638029,221361.18633515664,119843.9829612724,495953.5624501121,116121.55107428844,163047.3126794048,118728.75807026899,117720.1973418332,112777.67938613448,97121.9315429517,139435.76352380068,365900.6173936455,230441.16264899034,173353.30865959002,132723.72347088673,174840.5323045484,124147.39246348634,121166.60568995649,219437.02278142687,147661.8588527395,,115559.80927790822,209234.7313271463,299893.14475064445,241653.89142290756,367975.59239846637,137720.86500661357,108168.84008406443,90053.66784857455,246518.1361226541,149208.98122204072,301860.4931900873,166491.65208670835,148617.32154156888,120446.58745658326,131146.5790131494,205694.60796326547,201918.1889140619,208994.617702919,249707.99363702745,168120.00594102795,105683.02083865041,177941.53182765876
2006-11-30,246998.47238208074,124266.95543937535,101586.78341314397,230015.72844318516,435865.27969507937,256331.36712259965,319865.9144365055,309681.76034805056,220804.83072224475,120343.15575945497,497148.05739865307,116290.10754799066,163435.72858269024,119016.6241016757,117587.41977396172,113127.0289623593,97408.50039998056,140136.86436054562,364474.34670923423,230623.16991101886,173729.99880849736,132474.04830639163,174802.31923790395,124513.23360680707,121847.37572704488,220641.55977344947,148349.30589779405,,115721.69601321823,209073.71728223265,299903.21209479135,243577.67353395527,363325.48603765416,138144.31483326215,108193.63077185527,90540.91933551994,247948.29522664094,149743.43836729272,300128.92965556873,167244.5096240032,148862.54957592947,120979.31932791024,130464.77393500206,207226.46347625786,201979.4744993657,209995.84128544704,251117.77158954015,168557.626753602,106130.3412344382,179277.24488386104
2006-12-31,248367.33046241448,124750.54850402253,101885.96742308568,230118.6542902909,433450.5995936984,257195.29740077193,319115.3472096351,308562.495236636,219919.15904013487,120817.78957365284,496918.791969324,116465.69266596985,163867.52895026564,119291.08955496199,117558.0460169764,113506.42744057433,97657.63717974501,140715.87745688471,362893.89825877995,230775.85620673402,174042.1796121079,132140.9096905107,174927.84161584266,124828.10191832673,122439.42461289329,222024.60287811933,148977.5984462522,,115832.2199361976,208824.87952825052,299488.54288405844,245370.01915211897,359344.14019940514,138534.00685879035,108223.36311979765,90978.31663783934,249066.33344516615,150186.95265388672,298739.63302936644,167817.85951096477,149284.19872143524,121369.6308734184,131231.08070296698,209308.41597705614,202095.28392496862,210941.4810588784,252467.58522393796,168862.99523835033,106485.67615385128,180496.7654798584
2007-01-31,250003.8264550725,125055.32882373422,99889.41744872904,229835.5085178416,414942.46691610414,257971.32393565768,318403.0476498716,306007.2723877633,218928.54894897225,121232.17961632634,496564.51758876484,116551.08402174388,164998.66538306285,119602.51000548722,117535.80211047821,113859.41944647284,97834.60333415115,141206.31587311675,361747.5982239971,231308.95535556469,174297.95614182582,131822.7847222684,175103.61474342967,125049.74551794515,123024.1289651151,223656.33294030145,149621.17346170716,,116384.27287232959,208676.13934123775,298853.17007807776,246895.17374784875,356749.9843009036,138904.96614874655,108192.2267822487,91358.25820653807,249993.01989100725,150568.77252564015,297405.66149618203,168288.02709906915,149910.44802095255,121684.6673380666,127860.6423379374,211388.0097002434,202117.4621968936,212079.3197306988,253582.95638317554,169072.51282999053,106650.73017971557,181008.5560232336
2007-02-28,251243.41201654507,125528.25621585143,102438.82766077248,229778.0007709399,408885.69636793574,258932.51672840124,317925.7498518087,304212.8348519624,217886.10798356085,121703.21384467387,496422.34808371373,116625.93978768379,165445.69686465245,119833.08364794301,117735.02203169496,114178.26370171463,97991.12034496026,141713.99780465706,361048.1130402961,259133.3712885673,174419.13795186605,131569.25180125507,175122.7844981401,125224.0662486185,123222.85393906056,225113.0227564989,150270.67978528273,,116502.95433720964,208406.9162437272,297948.36929387867,248188.01021653356,354520.6134756047,139311.39862172067,108163.10709767263,91681.32669989743,250907.07356036257,150891.00352458272,296113.0340631484,168669.0019259532,150339.87122976975,122040.96875641149,128234.63573583165,213495.5386300037,202145.0300187701,213085.25557139175,254582.18409080498,169282.71210160066,106882.66383042333,180816.52377613
2007-03-31,252146.81083609417,126241.33422821567,102681.74394794549,229669.38551433722,407681.65465170064,260046.88739369344,317720.32752916275,303802.8519500275,216786.76109272797,122141.9053833478,496890.0210070409,116740.47847765932,165593.37123124066,119996.22442962842,117943.5187398275,114387.4417127466,98105.48418599748,142370.82312609456,360767.9793569264,260251.69548805137,174340.158940249,131249.33278703815,174957.6279449144,125385.59188902596,123271.1607732586,226135.4293312797,150975.20624945342,,116659.15667140148,207804.65130444174,297250.94137500256,248994.04508279808,352361.90424637636,139633.6714734183,108128.49632050998,91934.85612995255,251916.90514260324,151223.46012568704,294985.92428037844,168959.99426043185,150712.04421918327,122530.65782235155,128518.87179836245,215695.87646744514,202118.44211099733,213659.99392505994,255628.87364899498,169491.22883119024,107133.7697893457,180356.1794686505
2007-04-30,252821.7835365742,127094.90196147954,102917.02114260945,229763.46760576905,406135.273369733,261266.25998865286,317616.4072748909,304572.7134003165,215432.6873627217,122559.43064646918,497307.8631290546,117027.21442055891,165934.3051779477,120097.30976381202,118245.08651486434,114602.9372229231,98152.26549330742,143025.64067079508,360307.9063534404,261205.0087855837,174082.56854238402,130846.06678705373,174626.30704234506,125555.46681084669,123176.17029447731,227032.0335102817,153506.83598275474,,116945.2790156688,207217.88926247822,296475.5757011034,250028.60731517884,322476.20196592715,139914.96978252084,108153.33571153152,92162.27766718637,252972.1053990294,151575.5311234614,293709.6351818824,169079.06580793989,151074.13854735304,123063.24315731922,128979.52307626652,218121.18895713997,202108.48539764082,213913.89197758457,256872.0666883532,169736.66962084168,107431.3607011924,180110.62293858547
2007-05-31,253395.9798525196,127626.54744848996,102771.24757088422,229487.32889939152,403680.76879740285,262556.4751619922,317434.486047171,304573.1675953731,213677.2203382302,122845.95078294889,497863.5695934201,116145.86309317374,166765.56276463968,120155.75448314477,118395.31209272564,114793.67003236718,98186.93302603923,136132.63623031657,359458.87274428393,262034.7779865669,173760.6373175418,130273.48034725721,174166.3598333518,125666.70930540697,123266.950898893,228181.1453318959,154187.84166567004,,117073.05856331727,206934.7412333889,295620.3006779281,250995.33643706774,320761.9582620009,140199.86185358718,108157.3591718869,92434.00526389512,253660.3986957539,151859.73842741363,292917.2907723155,168993.0391421626,151480.95220437433,123578.20731071444,129434.83170969466,220683.1587663486,201931.1295961122,214118.3988795829,258126.19011131953,169850.27022532801,107693.49499055638,180712.1886860456
2007-06-30,253450.02380194006,127762.45752384138,102963.46025763777,229005.31148158349,400668.418607939,263867.90888770256,316758.16278799355,303798.41791906464,211520.613876139,123047.89865370099,498060.05914699234,116287.39886421703,167636.43488047013,120150.94263142669,118554.97891294652,114937.51656794862,98219.71357999735,136489.3377190152,358152.18028709857,262247.3150288378,173228.67032540342,129777.30800337139,173478.8778939489,125622.32014172924,123246.92081300302,193777.0536252639,154739.9860156917,,117061.99637308091,206799.16634501395,294729.38142570434,252192.73761221525,318913.70854841603,140496.37356500753,108129.97227764531,92754.84821841195,253925.37105127235,152064.60086575014,291434.0391311015,168720.16623643722,151885.2219766153,124036.65560906855,129928.90942480427,223420.57246211634,201469.39212579408,214451.16264140522,259081.31342385974,169859.76218931688,107924.73375796199,182243.1387513634
2007-07-31,253366.25914752905,127682.9222116997,102812.75033539649,228287.85435234607,397241.1466990697,265160.6254722712,315864.943754278,303087.13671248005,209183.06034651757,123093.1808079526,497718.0782802387,116352.7359660445,176448.33225873514,120062.87230402173,118591.89770130985,115011.78368805542,98239.01594245648,136735.71162443177,356401.01066354715,261906.8548645314,172471.13615758397,129019.94704719653,172607.89602045284,125464.53570156451,123143.36144005603,194544.86230630265,155073.32591774358,,116916.16013291634,206340.97099749342,293572.62718555774,253073.06122550913,317116.5065499196,140794.50080368208,108020.48379203101,93344.34404532192,254008.68462558277,152214.85320133186,290181.86308287893,168461.34879117226,152126.808648285,124417.6782901043,130321.4984296353,226017.08903048804,200783.91663004094,214616.94156476448,259826.7974337974,169738.26421039744,108059.81371372746,183531.4113115565
2007-08-31,252933.93108137924,127783.31804250278,102894.35388610643,227271.59137959758,393739.6197666751,266562.25045706815,314972.377739556,302053.6680815965,206736.45287318047,123241.95648752098,496700.9898310949,116493.24845179722,176870.41354152543,120052.07172129447,118114.20821953948,115146.33661078918,98325.45816723297,141214.28522742412,355084.6086429123,261579.6065641091,172330.66856122873,128370.12337689176,172078.60866413394,125188.40327026015,123010.31735684777,195083.02565689516,153249.39627619472,,116888.39374644692,205977.5935882729,292207.9621296062,254115.60212529145,314800.2429041917,141190.74955160712,107906.77418737377,93695.84793901781,253943.94179074073,152446.01312276814,288513.98881001474,168347.87967680724,152379.01795970657,124788.53015173785,130745.25979170998,228473.56117228055,200202.98387339644,214559.78774922702,257968.55531199434,169734.60389474343,108168.31354119228,184584.24052851656
2007-09-30,252118.77429208858,127949.76003362688,103062.76259157588,225828.2806531062,389915.934019491,267942.18070023815,314519.2015200501,300867.278295687,204322.61601813676,123371.58783341438,495631.6342086376,116647.90401561919,177240.94663507113,120092.5624889425,117998.99079687057,115330.87712918641,98443.85716677445,141395.51218232518,354155.011667777,260958.8313051163,172604.4725185579,127597.24714791111,171870.53677275273,125139.17924585353,122898.76100891364,196033.9392150379,153432.40053026585,,116925.45977068123,205719.79478179142,290887.8933331585,254817.87712519628,311681.0741745573,141661.3285490859,107819.12868376769,94025.34793974028,253780.99948691152,152629.14565145574,287109.1967019436,168288.55810900652,152625.28645342388,125027.46555393167,131125.21402076705,230513.83005182672,199777.47088680425,214882.7160047614,258523.0072705692,169753.4632774149,96086.77908128458,185345.43512181684
2007-10-31,251371.40434583422,128147.92355949522,103221.9626825101,224375.6971465543,385723.13785585103,269443.9123746863,314141.0468250797,299145.15430590004,201718.98660820833,123440.73725635328,494857.098861814,116868.74546962572,177445.90805439983,120152.5800340374,117867.3254542882,115584.94306824282,98726.43055441962,141518.50569322825,353123.17142350756,260180.8353479777,173260.42552872346,127094.37731845009,171740.46549756016,125145.50971406924,122551.50523455183,197027.2402859535,153638.9270229545,,116954.86150329869,205610.35423485618,289503.09653225914,255338.58114065815,307963.29185613105,142131.7233586222,107697.46160594736,94324.72182809195,253296.4268745049,152767.92927709603,286040.7996844926,167968.2220235946,152978.35217888918,125204.58339324946,131502.73694621926,232406.78569679474,199394.46379364302,215497.12939570606,259472.3168443819,169799.86372849246,96261.97671223272,186324.37321188723
2007-11-30,251429.31367248885,128347.89822986387,103270.14645032946,222729.26033585475,380970.7124049727,270522.77137344383,313342.28573129413,297279.1493816841,198996.35047586315,123346.72746347115,494297.40764246933,117102.76277926649,177748.8304409517,120130.70875121883,117739.35848105434,115820.94050030432,98846.74375538144,141631.25277398812,351820.19493164885,258945.6249761969,173456.39342929062,125790.21334332156,171413.33542043876,125065.59803772144,122012.13187868672,198257.2374026237,153829.146783654,,116975.15463945016,205282.4539035761,288099.90789507044,255802.52571603484,303483.28082474205,142485.40371302693,107588.1724501841,94587.58787949951,252429.005340327,152904.9747477606,285273.9023817859,167485.5935725443,153441.64315633097,125235.67693456882,131885.06850767575,234165.10989491103,198831.05926655934,216413.95288877818,259367.68939012554,169763.2388269239,96441.60320649369,186902.1209710854
2007-12-31,252622.67965597557,128491.66703716526,103296.7967802773,221222.3581550677,375381.1263476144,271413.89469258924,312227.3377511107,295451.05067418586,196209.53428362688,123215.55624618354,493957.6036593287,117374.68781693335,178534.92170627168,120057.68589125383,117697.51129552131,115986.5425946472,98857.64350274147,141702.91812174628,350266.65181444795,257755.26671455396,173638.33003306063,125245.23139607748,170957.87986217393,125007.01175901275,121239.3288386812,199060.17201099958,153911.95551389776,,117007.7125080143,204782.63316820218,286307.9175455031,256258.67013073585,299738.6811212449,142685.7636340276,107417.16144902985,94825.46384095009,251523.5590329414,153013.72732049276,284638.73084044433,166963.8368730622,153974.48211155832,125211.16147709459,132251.1157215861,235649.5971189274,198115.9069174068,217148.02039896202,259058.31789307352,169767.7431817294,106423.5974824447,187124.32674644652
2008-01-31,254106.11213028175,128542.78050004956,103274.9898844072,219386.01141080394,369647.04182373337,271754.21415967966,310336.96252087964,293704.64453739114,193277.8431161392,123174.18714574551,493057.27531303203,117599.68197182924,179615.54309196578,119938.69289472832,117547.52409329473,116146.42973940384,98740.12214851711,141859.056794862,348967.31417500396,256728.01026105098,173785.5946854386,124683.61494963411,170698.50891848284,124892.27587264316,120687.8423440862,199875.2389982935,155121.03498401237,,117016.97331262514,204154.92188132755,284567.1524339326,256570.79589834108,295859.1262823532,142887.5759195825,107336.66471333137,94994.15672936154,243102.35142828594,153068.65274740508,283233.4810187181,166613.63441647135,154607.37292763186,125127.7562902345,132319.5973187741,236489.08887883028,197305.07887323454,218382.97174899513,258805.61078257323,169749.8585760403,106560.58661787405,187265.27249099145
2008-02-29,255007.29123316798,120015.5184804024,100543.53854108804,179665.4321214295,277275.509454807,224317.63435830842,193041.31613241485,292065.9450446209,148487.25477240953,119669.72353770245,369077.4367390022,98157.69122044164,150854.91374003727,112071.36619661949,109674.15768298095,93023.93295552065,93270.25239313753,116287.98194217608,232211.648231105,219760.7759204009,173953.22104021063,114466.72216828792,156402.36660065837,100237.18723696968,119968.2801240742,200207.67773023638,131245.11763748818,,105382.62036969866,203499.52345156233,283809.77654843725,192835.664725592,243311.71687969906,120251.18038941725,93253.34940881627,86567.38971228147,229757.66266519568,134834.56095742754,141016.175469706,124879.46863508834,155048.21323141223,111779.83783981107,93138.77521272737,135428.57522996998,154736.99744326624,218929.15781732544,241678.6657535267,141122.24383709038,106728.88286366484,187479.0401791914
2008-03-31,255420.9796078033,119970.73008529693,98317.8288087504,177598.52786632147,271992.7217926055,224412.12171975704,191837.06008240758,289877.58568215143,146501.15481424105,119591.28179433855,367851.04973067646,98108.2604772253,151330.24196384795,111875.01828856932,109490.57213510516,93083.93720051665,93286.80532567973,116394.14320061338,231379.15202711694,218953.23657450904,173976.55061401922,113814.51616774725,156142.2207673198,98796.63036627551,119306.5849326968,199957.45730479073,133853.6052481319,,103740.281667793,202653.0127432068,283047.7966303702,193015.9299335098,238951.11441131242,120387.94496133151,93336.23315449989,83198.71438589654,228582.03179068418,134677.88503858395,140029.58014296598,124455.842684835,155351.88314154968,111701.64549604533,93044.9425458829,135115.5620263268,153903.3394398905,219163.05248503835,241631.38895916933,144237.79895098542,106851.96396613884,191531.07045413015
2008-04-30,254854.2180270439,119761.28775525495,98374.48545440764,175479.11821509755,266362.1171377796,224487.92198816888,190881.38185771718,287743.9742244876,144612.1033668963,119416.40582230098,366629.1767069119,97992.08216687925,151389.75744612925,111458.48167851083,109366.48242483324,93037.55798629412,93187.38303585009,116421.71372208688,230475.8327231955,217581.41418169579,173565.43695608294,113931.18471153827,155543.32842012905,101704.7831530461,118598.33964766204,199344.34259260734,133845.93199278376,,103764.2550092874,201753.4719216792,282404.1886136385,193150.5062647032,233821.52241634284,120408.87804688427,93217.33923110219,85372.68599322347,227785.75409118956,134383.40271931025,139004.5838858358,123928.83281857957,155499.40216662982,111602.09924257515,93035.92288435096,134521.68437632226,152919.62990032238,218571.8740397115,240937.48990165172,143938.99906998262,106947.63157810038,196564.7917162129
2008-05-31,254184.45371802035,119486.48950240681,98315.2881848292,173554.74120292306,260607.7016036647,224450.6626078897,190125.1768353182,285595.9512700171,142514.03291120016,119187.10723776679,365802.6287916616,97863.48610484537,150802.08690388172,111545.84282507586,109251.51533845167,93083.13748275314,93073.40905330429,116407.13224583148,229523.0249134492,215566.8009617231,172734.42687747595,112803.87703353346,155962.92660414783,101620.34375779459,117932.31865176094,199186.040704775,133791.91346643603,,103702.06505258678,199996.88611133766,282004.96884891717,192621.86982744795,228599.21035038595,120378.11070907628,93075.62277694905,83072.36978674878,226598.2514684146,134132.40348154074,138034.17298630133,123356.63980087773,155680.8478601771,111559.30238217347,93109.6678477515,133712.33248417205,151958.95193515142,217830.2964236876,239736.50533418384,143516.68714752077,107142.52613329318,198873.2133554481
