,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2012-11-30,260638.3329074994,110537.4331973455,94125.50616844608,123952.63862487854,189096.85416722743,206260.84724853153,149265.39681168742,195469.92316113564,96589.60585885409,96245.24022972441,320261.4875890945,106440.48835277234,155503.9791930793,99397.9550439191,97618.89081011878,94166.55027550751,89088.27167448535,114335.80713905183,205900.43696653476,168931.20118394677,153019.80628842738,97366.8447085753,135054.98620930006,100312.96640736285,111697.66637965551,193580.7003070373,119887.09863971783,193105.1517657021,107801.54400987116,172041.15314887307,226297.05070449383,157761.65123461955,136891.26323883078,111160.11218321323,86220.98677378501,84122.92239765993,168816.5025244587,120920.03021943232,109181.81341732664,109612.95771565873,162593.8068759788,101585.63756921503,103358.08153575101,146174.11456792383,134970.33057915655,212805.9053703773,179002.38929795928,125279.03133791397,105466.31839027787,234467.32019755756
2012-12-31,261275.34034924218,111211.5343272168,94210.67873439196,124862.04613878962,191849.98005401326,207101.687741924,149325.19830097284,195910.07594506105,97364.1804617442,96248.46896183511,322032.76825748285,106552.43978831379,156036.01186588424,99178.82469776446,97738.03625693689,94082.68184456299,88922.86234052046,114591.62380546247,206158.49359531957,169294.36766642908,153031.24134331633,97833.46153470957,135350.49621190352,100171.10682216393,111905.5836870678,194729.09760971385,119598.4349560219,195957.0572572766,107842.09583202962,172014.70491489844,226383.44570676034,157993.89441119114,138158.5166034301,111163.53814420226,86209.57966330324,84388.55370119918,169422.34168636677,120019.96867250811,109304.98554403672,109538.22421689701,162761.70595849678,101470.7333426177,103324.80321262231,147348.4904306196,134842.91262181426,212876.73132026626,179394.38582429508,125289.0592731661,106240.79883996809,235228.75044080295
2013-01-31,261820.8355987441,111568.89382714422,94323.48044090057,125160.57269082674,194284.47355701274,208198.16468097435,149470.99526809322,196486.35086954042,98054.44399261299,96353.97195279965,323262.84262450476,107088.93879472499,156900.4787967223,98975.34619480808,97742.03293330761,94082.49269750415,88774.01963912019,114840.43761385357,206555.14958200068,169606.3225461136,152790.51392210484,98201.88650709882,135483.31985478755,100106.63491663856,112318.78520056608,195694.0754785666,119303.98858672276,198878.72747575995,107804.28633068356,171855.2380386708,226246.58618688077,158202.61448653432,139346.1986489589,111192.74290151313,86234.56379995181,84712.33794400835,170144.21007824613,120099.58491058621,109319.6696724866,109496.94185620331,163150.39717610247,101245.3498575797,103555.70757174725,148633.27842542218,134825.81458133864,213322.85867087866,179864.35952881438,125309.0829208734,106773.5522790049,236246.97703182523
2013-02-28,262081.32959687145,111726.50595162572,94490.43028095574,125270.74109228606,196678.39182651928,209310.1534021091,149670.15382462155,196671.140627638,98881.47382345583,96572.60568950609,324547.9290649963,107594.07834158823,157812.92241300485,98824.500842604,97747.8616831176,94058.4594800923,88727.7580671466,114745.31502241395,207245.67084092926,169841.5450113781,152624.39749636766,98602.09513223919,135713.70660896503,100265.34373717855,112391.10270833493,196228.6340719359,119245.4296417231,201499.67446176088,108017.43343504562,171888.21728149863,226090.08968817908,157757.59999386658,140566.71707997966,111350.09762237652,86404.21930529688,84868.80188596543,171084.31616032435,120174.40064009762,109661.2407201503,109720.44338093873,163783.46577511253,101164.4136508685,103941.17602525721,149696.2998499352,135038.2820351382,214115.31706265855,180482.9894729711,125497.5253668968,106627.6676934585,236916.31727604227
2013-03-31,262119.41521535927,111931.71972844287,94713.13504699366,125587.86580426888,199044.44058228136,210353.71039265784,149932.02303612977,197084.68696082028,99911.08769071155,97075.60049812157,326421.8365189434,108174.8222085374,158698.2680252568,99045.21250317307,97722.71810422864,93999.55348746409,88727.39134309211,114990.09369965606,207703.09855508554,169995.5436309705,152457.5855562072,99279.34144747008,136119.0982209646,100546.5565130101,112170.06785609447,196556.84656918395,119304.74495503987,203767.73872892497,108372.01113481013,171931.60923143092,225953.2913293344,156885.04883503297,142246.1697474023,111826.02936303742,86799.68416417917,85071.73383639914,172180.68685540132,120573.53778179256,110398.0787063114,110135.94457314913,164597.64561542877,101370.70546595995,104430.17205159982,150667.72294118616,135485.9899910643,215144.36419048536,181232.86841918292,125869.34572144572,106208.15184220845,237443.5166236317
2013-04-30,262196.8640013826,112334.20069777593,92637.35931866079,126418.0744896788,201799.70541860873,211230.53876427282,150165.0191320925,197712.90124014698,100914.87124742026,97584.58754948732,328974.6999424409,108683.38368762351,159690.014221947,99142.47086143873,97762.55517897007,93914.05308938117,88731.64988424798,115563.62615045287,208220.0838804277,170120.00149791013,152891.5497870897,99939.21523079072,137470.3497921513,100953.48402207118,111823.57891400576,197128.94155000817,119475.40883090938,205219.13226711735,108786.22143311339,172367.4460632374,226140.73357611234,156763.6974115065,144601.90786932592,112312.71029347306,87291.73152751538,85158.2337369768,173407.66146414698,120990.49704637182,111162.4548798639,110602.09847716516,165205.0941357655,101820.61619366487,104810.10678563842,151695.85271325472,135816.29010799518,215905.7132644744,182015.78933009147,126311.88008847226,105416.67271542782,237728.5392783879
2013-05-31,262642.37982086977,112968.5520683492,92689.52683914542,127865.83795800766,205428.0853779926,212449.88007356736,150553.25671789693,198779.62793824982,102002.03807782297,98140.58005334309,332498.51729775604,109356.48680045207,160960.0383094162,99501.12343649364,97994.58438411418,93927.59073356699,88878.83798885641,116617.25732772422,209360.59415904465,170755.66963802415,153570.3374254646,100537.54216378764,138155.10185117446,101354.17875643652,111450.92031362304,198012.28855628072,119722.97249883923,206877.1730559997,109356.36926028272,172973.66443522848,226563.61232590332,157171.4958673727,147602.8157683802,112919.83585025811,87961.97483180775,85231.40534050803,174941.2815051598,121563.91252717203,112053.96038344498,111130.52071835751,165867.04761718173,102372.21261566594,105280.83870557838,153081.50638712806,136328.1660976786,216776.3612767131,183019.91388523488,126857.37782038514,104800.66233938653,238192.44359867356
2013-06-30,263565.96573200286,113503.89961668724,92607.04553760441,129324.1119452252,209433.86917985455,213948.28644265735,151070.33650849297,200173.03641135353,102933.8552581808,98604.65673273185,336718.65052089153,109971.18496175657,162364.65168091597,99438.15680139426,98344.61832856754,93998.60881751643,89166.61968600088,117734.11340430452,210898.97902493904,171769.44145021756,154576.66053977967,101081.9735866032,138906.3624512141,101809.78567893429,111368.31746436363,199059.40944586517,120051.89864512824,208408.21871730764,109986.74461762175,173816.89768747333,226838.6876748773,157900.46018841804,150817.00906648982,113340.36480925822,88531.62614142614,85301.11477371969,176556.35319676675,122014.39733845188,112854.64173524048,111603.78277628786,166444.37554888296,102803.41875954889,105854.78621817709,154598.7191902913,136869.65244060184,217478.88179327248,184048.69318143674,127447.05821780872,104192.74424331024,238724.86295948384
2013-07-31,264682.8104098592,113845.63013007725,92398.4073548224,130667.21990503324,213044.93234229548,215553.11735696116,151663.73172030548,201297.52810480318,103880.26332818522,99105.00201481052,341501.80240428675,110519.01333187241,163652.9608503085,98981.32573410921,98792.08826088265,94028.04555465803,89495.2994577465,118543.48596193618,212444.83606003004,172719.87483455872,155360.13512197914,101628.90333445018,139768.91436973042,102314.331068947,111318.06720830288,199999.2756685182,120395.5940541971,209858.96591327863,110585.75664610173,174410.00753794637,227100.68015096406,158302.96168226402,153646.1087869374,113663.19789235824,88952.30151967573,85422.85917275272,178016.3543637632,122200.9665646419,113570.97827244263,112021.56191122602,166968.92731709703,103043.19147867865,106319.3457604242,155906.08419634003,137278.42997127274,217945.86302460742,184847.63108292865,127978.5304348111,103516.65142074348,238908.72326024357
2013-08-31,265966.059669717,114117.76819827501,92321.16372957069,131869.43224347325,216198.54565474906,217073.210753579,152165.20428901404,201989.46101712162,104724.54117864768,99687.27053665115,346207.32395809947,111304.28039773405,164758.76669577294,99381.412336739,99289.127098595,94199.50195422505,89910.36619504589,119558.07963010356,213382.9791744812,173347.30816252698,156105.56269549625,102577.95270856333,140749.49648613934,103064.05342726066,111679.2086430796,201052.06444520393,120904.83832281463,211408.5822394708,111245.77266009136,175046.51786618627,227610.57337017835,159050.1506601791,156089.09706190007,113763.77782153248,89337.07162381933,85757.60061035265,179366.63498491066,122286.6752274874,114207.5567667506,112452.88887960605,167469.84060400372,103281.74437204785,106882.55985842692,157165.13651809562,137680.002602987,218311.31549941862,185409.3191835704,128654.0232091088,103350.98889623617,239235.49708112143
2013-09-30,266956.77257220796,114358.99918094403,92262.86381766916,132858.28495457026,219105.73440286118,218416.18812854585,152472.88306298852,202489.47040615912,105428.43614549519,100175.01463788543,350771.34920969856,111915.04766778082,165793.77192392695,99771.33914063477,99640.22371611469,94328.48284545899,90145.4554442241,120407.40800526545,214079.5531139038,173649.33562639423,156573.14298765594,103456.76465174509,141556.2767735242,103605.33421998582,111860.29198629374,202082.56900037525,121339.84706026172,212951.31860961483,111739.68373344411,175629.41004361253,228597.37212374026,159778.94282499386,158343.05521620146,113586.27347407158,89630.08224461906,85960.3159488662,180495.4793468404,122175.5020733654,114466.67677804675,112815.39386005935,168065.38992575507,103444.76335744999,107104.95767486506,158386.01338218048,137919.10204872096,218783.04348043667,185826.2985112145,129229.43456675304,103652.20093340076,239890.283333486
2013-10-31,267448.0949056196,114828.57741213725,92381.98281065965,133928.61324000199,222519.58906132326,219779.5294097535,152994.9800801638,203519.98750856516,106295.22462658834,100707.81393717448,355110.13320629625,112659.32987075117,166660.9768522712,100480.49107578312,99900.13911105625,94510.27946588064,90348.7478430334,121219.35984976345,214921.84994921662,174056.04164888864,156849.81537076633,104370.47678042945,142332.78522212303,104074.73472859098,111794.1888607827,202992.44682241214,121815.74416731195,214649.01955363536,112284.5449273287,176337.67776523152,229707.71090173273,160406.5073451574,160769.16821770722,113573.78237150687,89940.50971998544,86272.2810545354,181554.06026125952,122336.4470189304,114820.17831774925,113270.1542694359,168915.68844847422,103768.6932825519,107350.86819132142,159806.60988757593,138339.38979066405,219192.11651750654,186327.92318795345,129742.44627022203,104427.79074049271,240907.85957111552
2013-11-30,267220.88644139585,115258.15562076555,92250.66000091819,134611.137597822,225486.7268585122,220727.27894653508,153352.113954348,204805.1169367393,106923.55660221766,100867.38647307252,358398.0394229258,113165.9704788744,165222.0330908019,100756.86146299964,99857.29666010763,94500.56785177144,90272.76211917851,121555.82444660377,215641.65612850653,174447.25891080245,156776.33989513997,104791.97832461045,141352.36253627666,104013.33603283104,111991.17296927069,203658.76077622423,121792.02962590418,215384.79223834517,112373.76579791919,176541.88550848255,230275.50227097113,160338.34509649113,162887.48824561865,113420.4470849363,89872.70326789809,86430.26343067984,182271.33050707422,122444.73985773294,114997.22882837504,113482.76947868227,169545.0833103839,103839.26704624,107371.11793661704,160873.0640960634,138352.96775389422,218734.52072692392,186602.19794059003,129795.87903880603,104750.01727938683,241471.01308659677
2013-12-31,266889.98064735084,115846.8080275073,92055.11460651246,135378.7905045501,228048.87795874022,221542.26910912452,153748.5039600026,205549.90090073246,107811.42230414729,101074.3454625699,361302.41311206325,113532.71380590713,165443.47695028438,100911.77644351372,99836.31449324207,94491.5775061401,90217.23122328769,121319.72519314497,216420.46162801448,174976.0559809734,156660.9116949986,105139.03651867996,141543.49935967292,103716.92128032753,112169.55260826569,204427.74508861476,121693.47659308728,215868.49663076308,112564.11965128494,176583.53449275755,230506.4773534688,159883.9316830952,164678.0869961887,113485.33258081146,89752.32647239922,86624.66295495944,183092.20257653765,122580.97641549555,115269.2041945414,113675.4277721407,169937.02859040405,104026.53125363593,107618.68178345413,161604.64170566105,138415.18646879806,218045.28037421923,186955.0657681301,129808.2586840336,104519.52774871276,241728.16166213492
2014-01-31,266740.31635713176,116508.14383283367,91967.51485952258,135763.61593830952,229975.9562209292,222109.58790825377,153836.13087261777,205926.37868316687,108477.05981202931,101265.16928139841,363166.6497108411,113684.98270117251,165816.99530621475,100405.46346874755,99828.10946900999,96550.21227802685,90206.37923760682,120684.72584682351,217011.20978017815,175224.94875743645,156579.99013278508,105462.3093708813,141669.9088717169,103467.77285478095,112240.43152148728,205269.7310718846,121483.89189558069,216334.70669829787,112714.96559760121,176432.1224938698,230665.38972999796,160097.07055630122,165865.45133351427,113494.22332523692,89558.56730607135,86712.87611318311,183925.6410392027,122737.74167519216,115422.3082275531,110809.44271749734,170265.77745122206,104088.00471082827,108202.32924343267,162103.5453099804,138274.62507660032,217621.0437408694,187320.58721076412,129877.60784828829,103997.53680575313,241790.09609282235
2014-02-28,266825.9726878721,117362.6145762817,92171.77502011307,136288.87973587442,231840.73226905856,222944.15012301697,153854.3143759124,206019.75058371923,109399.8107697246,101760.33824549758,365172.21327257506,113515.01480306304,166465.0939358193,100434.09124725824,99973.02321490181,96473.81001320612,90369.06337688853,120187.37660885167,217704.66839339252,175663.31826888977,156576.02161610627,105951.37192421453,142109.16285344155,103468.0003137155,112371.26158983984,206127.6939663197,121641.11346451509,217502.72754432991,113038.9699663838,176413.67728072373,231317.300786395,160788.25384933158,166963.3298535784,113622.41696713715,89615.93241638826,86883.5761475562,184852.36413156558,123002.50903522497,115744.65340910682,111121.95155796746,170403.86941398765,104422.06104508623,109042.30808516669,162588.81130042396,138384.4600015918,217824.42864217,187933.6351237895,130231.99977528989,103584.93609023275,242000.76193009436
2014-03-31,266928.73700053355,118119.27060807831,92388.1004435675,136769.60679901816,233958.22215464737,223960.2848348,154042.8829169642,206358.9380141928,110433.74283679943,102202.17094791058,367090.05027450144,113559.86144089929,167279.00167846004,100442.06663209572,100125.23778452796,96419.2077189463,90445.25965127123,119824.4278867046,218456.5647596125,176047.27709922774,156617.7051876797,106302.92592968974,142625.69163744702,103669.97872023848,112375.02393758534,206991.32217838094,121904.27089885536,218574.06655782682,113335.09919171788,176506.77183340295,232270.3024301594,161439.36910986507,168222.10925688397,114019.91856160089,89724.10220897887,86991.90105229603,185851.54023544583,122001.1591854801,116384.7874583032,111455.25523145229,166876.90010720247,104683.09421449371,109869.86010214353,163147.19612024448,138679.12519979294,218313.00856643805,188674.45978440618,130706.22026564572,102927.10424806226,242307.13170850452
2014-04-30,267325.01997166686,118684.05582419298,92539.87136677945,137431.49381679916,236208.09993113435,225262.76101162867,154331.0358720909,206449.9645372612,111316.81054332467,102647.76098885799,369676.68532487436,113874.76576720334,168085.30763358416,100602.6107785111,100414.92519729803,96424.38355049181,90667.69207124939,119834.65939396407,219153.07321754296,176338.57217072733,156888.49051093013,106698.6796098978,143211.43934319308,103851.63139859155,112348.47507217522,207910.7729291467,122243.00189633889,219366.22730135758,113646.68686946701,176770.16774354153,233153.47855357436,161514.6071462742,169804.60999638314,114427.21804393265,90037.67401785679,87210.56802938184,186889.7170193872,123458.74333038362,117143.38676571447,111797.93140465808,167158.16198056925,105129.50413898333,110488.85905399616,163499.99610111618,139091.838872206,218717.6146932049,189508.47912651362,131339.01090868562,102306.34469756216,242896.06354285486
2014-05-31,268038.33968782553,119008.7829264319,92668.91021174552,138187.96776229763,238520.98920379896,226672.91522466048,154918.34558224733,207121.228944565,112144.09348863165,103103.50815967802,372592.6799148783,114502.15759102472,169021.1496831115,100810.6798271736,100865.02856176198,96765.11601440981,90935.56387060876,119927.95024559973,220137.91777523048,176736.46950707116,157645.51259220263,107075.94938671662,143865.30367710345,104210.32233723227,112395.5296601371,208961.31827019577,122679.30583400115,219909.93684603993,114146.26639748809,177401.38135280582,233816.40067357232,161610.83055151705,171624.98961911735,114986.54419822911,90590.38034664419,87445.01925736204,188194.7346164901,123561.22653892142,117940.01500479055,112302.41632162573,167615.68684429218,105626.19497050071,111039.81177166486,163986.58625878693,139720.39663974915,219647.51257539119,190505.27492083856,131982.4190369483,101808.74510439385,243998.89663846206
2014-06-30,268592.5123416046,119041.72993572366,92795.83614673908,138970.99941317414,240294.89384770943,227988.36068093684,155385.94159113185,207824.83821154822,112832.20533657684,103489.05254567145,375088.7597511045,115196.27993773308,169795.91869984724,101286.96313862906,101396.66368749455,97277.16070156092,91398.82362616071,120420.7407634264,221064.91832431214,177305.5877722477,158489.27700898206,107666.04823247292,144538.3164440306,104741.52854882678,112704.74699434194,209739.65234241853,123030.78074670235,220824.94880583396,114720.45801525666,177981.99228265035,233738.42049041187,161522.02713683233,173245.03995542435,115414.83105871669,91293.69521624886,87767.00789102023,189297.93040254936,123707.78127871634,118518.54138539363,112841.07346995993,168211.89454018784,106247.66221125363,111631.93056621663,164438.48648708445,140182.3185623257,220380.86960213416,191229.06516136453,132590.592673267,101911.4205250491,244848.62482887268
2014-07-31,269258.3284579905,119071.76064431616,92933.80967792947,139599.7373886901,241403.25242049014,229190.6379029742,155530.13373401584,208976.97627718787,113525.78047042427,103789.07639655576,377038.0806047007,115853.9200088367,170603.43715612302,101881.30069574184,102013.05540820862,97817.69200954521,91851.01202953041,121253.17633995405,221667.88017141272,177795.49379826343,159233.37982886736,108305.79277574974,145216.33822336578,105352.06016849232,113227.77145491097,210688.54624038143,123342.04440917769,222115.8422387809,115350.96724494343,178473.40840165486,233522.47812353948,161747.8301656026,174397.47219450155,115733.4689772169,91957.53744665603,88032.42838345347,190370.27535157357,123839.45262316211,118675.63416274528,113362.93863482919,168795.16046899222,106819.67439227956,112304.43285591314,165147.91096316196,140470.84914844655,221285.27747356938,191838.04577662866,133087.9648555085,102800.46960184393,245699.7447649076
2014-08-31,269958.1978503719,119055.87543348374,93143.12605110026,140059.3981780938,242097.48359256797,230125.12387017577,155331.44007948425,209779.43420113594,114074.12545805215,103998.44849894992,378507.8428963109,116274.70724697919,171103.72003997365,102370.8214101052,102534.15301358775,98263.74922334714,92247.25544717856,124396.60216338933,221806.87134563888,178303.64749943148,159429.59292426502,108890.88234222797,145800.15430501566,105791.45942539295,113998.45480633489,211552.11063850144,123434.6097434454,223479.3676334546,115864.47284880512,178779.50949662837,233274.90240494913,161864.20075893175,175032.8035775865,115736.66871159682,92418.52047817424,88324.8792560285,191218.20070130393,123853.61219254868,118661.5668725718,113704.68412991683,169432.68118537095,107213.48373899417,112855.40911053846,165836.31607689042,140582.38584904163,221594.98986331705,192156.0426383622,133417.4583413899,103997.14807263634,246316.32295212196
2014-09-30,271040.71112692036,118955.94790706283,93354.1715668211,140438.84234211544,243272.7416256198,231139.329083145,155080.69827948726,210586.63354873745,114629.60969152942,104125.62298707502,380562.73987485655,116330.98676884202,171517.06173056643,102613.93719042427,102900.09467639604,98530.56401974794,92414.84229794981,124872.18097872508,221898.88312165948,178617.08925585946,159354.1650260952,109315.85511217528,146064.8488291104,105926.24333509318,114773.66490144972,212459.73802666194,123461.44466896218,224731.10590372366,116198.63145629108,178936.11350434338,233392.98666671428,161999.2105547007,175750.80710917222,115605.91238937796,92672.92829525017,88553.87017769353,192007.7579154425,123650.79681130222,118793.01377540715,113953.55030338404,170039.0269285943,107425.92951436948,113326.24888332534,166543.162932026,140674.57731943682,221851.0665664744,192453.44888365208,133466.184592659,104978.90888035712,247298.26151694232
2014-10-31,271606.3968598008,118527.19033870645,93361.7176180309,140643.54804369656,245061.17417123597,232188.89327498525,154742.9108008172,210847.61724616413,115095.31973706238,104095.3811100027,382931.3855602115,115916.59118077121,171488.46032347207,102480.65944317116,102954.12315406046,98703.60406768067,92306.97221690098,125054.575109638,221886.93372671946,178941.42993055537,158898.35680456072,109382.6107603468,146065.90030592802,105822.04041486113,115427.3877574955,212870.47431860585,123345.33975681927,225865.58351299175,116284.35088517712,179021.79140292262,233433.9534915156,161991.6244011117,176432.13881549417,115276.72630783766,92628.50550880434,88644.5565420624,192560.94833425662,123103.46673352634,118851.83928604114,113978.28762121116,170366.3714351884,107446.58538100816,113429.69871986861,167111.87676016966,140675.66911370942,221626.37180129002,192565.85147968453,133191.56226758973,105533.39439436122,248201.57904531827
2014-11-30,272330.976939258,118083.62693757191,93298.16048100799,140901.86405261885,247042.02063812155,233372.61074001572,154481.80716753317,211249.53772348718,115519.14091040613,104065.24008995118,385619.1995638477,115619.81600053885,171406.543196662,102096.15553966863,102977.77985495578,98797.91731837999,92111.99146075413,125483.55203639936,221976.18308616534,179112.01303381572,158641.23104956216,109417.46796339226,145953.58807514072,105804.69632559497,115974.60895496578,213406.47739377682,123227.47925786902,227243.6614221141,116336.85608322335,179073.7928682735,233347.28064966737,161788.26998627945,177537.07995701503,114888.74919063128,92514.9404928621,88808.53397011274,193111.82163416644,122550.11064255807,118822.45262633142,114017.30707978812,170491.9772196898,107509.26806346048,113517.45448818474,167711.77479642638,140500.2844910699,221335.15271273282,192783.95587763932,132971.49082751357,106083.77643491562,249241.02453839494
2014-12-31,273440.6764348256,117823.29446846878,93295.39018842587,141398.75476106678,249245.4145854854,234794.90032259244,154461.6599042415,211484.55764500436,116453.61179960945,104175.18052943861,387955.6709252685,115740.76373202275,171418.3719189596,102092.27677859795,103185.8686431091,99030.31948914634,92071.6312259002,126280.53367337985,222363.60306113565,179312.53852965558,158457.67619922222,109580.33367239262,146057.7081099733,106061.62431102026,116596.38749977112,214041.2644684847,123287.49065105524,228798.34413388374,116581.90948294042,179313.38104640174,233289.8320294851,161754.10873913436,178547.97174912898,114873.69363055672,92573.06246365118,89191.9406767505,193963.19720495402,122255.62485405996,119110.16676476004,114194.17683528949,170609.64776502314,107741.00229412431,113896.19528559064,168462.6761738731,140633.57085663802,221016.27452688426,193406.831225457,133003.44949619594,106723.88467167727,250430.36282505322
2015-01-31,274973.28242342354,117664.3892315443,93352.20827184983,141875.78569913123,250986.86845188757,236318.3545310099,154392.61863425747,212079.96125245013,117082.68707238842,104215.1629193268,389735.7495611047,116177.24310284268,171724.02659209486,101777.96791675764,103426.98873440713,99241.87862454416,92119.02230574364,127108.30539899797,222771.44159475729,178939.1789532202,158410.7445978796,109876.28251850726,146306.20294721596,106233.51425509159,117220.70416456433,214940.18634003025,123275.17540308705,230620.0090831867,116906.86605329688,179509.13357970497,232797.81676914723,161283.0822100785,179533.23941605948,114788.83008767551,92732.40448534527,89554.28127752883,194868.39412570203,121978.0904401107,119059.78172762554,114367.16578249079,170944.23495105156,107877.17370264536,114289.56481486344,169489.00645573335,140525.51851510245,221086.99763247248,194177.58978541283,133264.57171890768,107456.78181004548,251793.32977734867
2015-02-28,276131.98751347803,117524.33856769619,93373.48481468241,142666.1461371797,252701.32568754893,238155.69047797212,154403.93702090974,212592.87192693038,117868.3332457642,104306.76325463437,391714.81066098675,116716.94104540143,172349.82573056727,101385.90244361057,103611.39338255725,99470.82544525126,92243.09283225569,127766.71969185608,223410.18591098633,178636.592828247,158392.20806892187,110091.14044273151,146616.64963171573,106259.17326275987,117762.1200509574,215759.82790577837,123388.56322567315,232788.0457422995,117380.59395238006,179886.6451671818,232203.89940036822,160958.08071280565,180594.83647879632,114855.16256662164,92960.77436003137,89822.01502387851,195988.76132960882,121813.38358241713,119359.60203442899,114643.99693261672,171404.01989543208,108087.68906735418,114843.63895123884,170892.17925728296,140615.68693689132,221612.15177781193,195169.84352082908,133558.5161376396,108004.5957353391,253316.6900703819
2015-03-31,276908.2121136735,117552.48235743292,93578.9743209349,143788.17352901658,254351.87082523515,240141.79558178014,154723.79251546963,213545.27154217474,118716.71891999544,104540.20352876563,375021.7216973371,117215.72895147771,173239.46181105665,101275.39616630202,103770.7131346317,99685.27395855868,92546.69878754084,128344.4428215721,224171.94395109426,178530.26268920358,158526.55677683066,110536.17144287069,147128.19031487874,106379.79026743656,118364.24368253931,216661.4015328267,123601.53621363478,234981.10753980532,117924.90272377821,180329.4445059889,231684.50119318505,160829.87741027406,182014.00117333222,115065.5570129204,93277.55236113272,90146.98568073164,197063.02264876137,121938.70309842331,119923.09973708115,115076.41473886851,171745.97014516563,108454.54782601052,115432.2289561759,172509.132890237,140877.19946080373,222297.35658383154,196265.39785000464,134015.54451238946,108472.06135789036,254853.8075666381
2015-04-30,277879.297704589,117908.62421884784,93905.85997433787,144757.27234060224,255995.3750650026,241957.36977834417,155080.69433336335,214435.96785095095,119434.34984349103,104996.36419036188,376718.863148571,117847.48051648497,174283.37555544474,101419.05996885766,104109.56142677784,99964.67016543909,93119.87929575134,129094.13066482253,224776.8581409884,178737.4316825235,159070.57364041355,111097.18331102066,147836.77553538905,106666.12660927525,119128.28015151081,217881.4346083887,123962.6835619632,237231.0222312146,118660.7061486381,181099.68418051206,231539.43540737222,161194.41973807474,182007.03461504792,115415.48041908116,93739.85327514565,90527.63470227487,198280.2018789323,122348.74600504569,120543.72873306742,115574.53719460174,172226.79697767884,109025.82504861712,116056.73384441804,173983.79820080343,141204.88659761255,223017.44418869226,197546.43765864783,134617.08491139757,108915.15419573909,256421.95119289248
2015-05-31,279275.95098608616,118424.41187149825,94310.71123831256,145674.42269362105,257716.51411667015,243659.21670849455,155509.37079490835,215442.02049214265,120246.19861546063,105520.46716532072,378759.08111749426,118510.84272321442,175462.7360521659,101984.17044091129,104578.96512264892,100293.14602553372,93782.58214923371,130036.01905729261,225676.25523988644,179184.60657297052,159984.49846265005,111825.55419242005,148813.93581643832,107223.66454529263,120164.47295832683,219328.93032384914,124508.30975818534,239106.74304921346,119501.75505716384,181955.44983581972,231859.54071943974,161926.81113233714,183560.24213493132,115856.6209919951,94364.0407613337,90959.89518509287,199440.2565329671,122964.30173069329,121108.07062016004,116211.25028162131,172866.30878034193,109766.50903940093,116803.31980354582,175345.3663970621,141746.69640049222,223842.33345794945,199014.5866113703,135384.92484919968,109422.45270415097,258034.94578167485
2015-06-30,280467.6918163303,118958.485477424,94721.45690439711,146522.1573057092,259482.6880696143,245283.94304054417,155804.1480901695,216236.29628732297,121203.1593486833,106172.59491526351,381052.05383096315,119140.67356862062,176630.2204410662,102568.3245284434,105113.33604538107,100654.8067909905,94392.42329862142,129838.30285159458,226848.6685930729,179824.57043667632,161013.4861776358,112387.24810756398,149874.40724852416,107759.66676403869,121135.86492230017,220987.5215996967,125083.7278511223,240489.95160688486,120248.91617047937,182823.00418617812,231935.00824121913,162552.84409004124,185169.2203419314,116428.91480226883,94993.87134587593,91094.69904642447,200678.1616225447,123564.53602285101,121685.6845386607,116813.93166239493,173710.00660466796,110574.07767291409,117461.786457544,176649.76619569503,142455.8251330071,224498.43830790836,200535.4858974,136119.90442864588,109972.15249943688,259772.18281028772
2015-07-31,281648.0626712211,119338.44578008105,95154.07208710302,147162.45893170868,260854.14065875646,246934.47612923713,156020.62124289348,217192.2265449036,122220.88980580737,106836.30157551177,383191.99466548336,119684.74462180783,177808.93282759486,103030.12439842088,105555.63129989202,101137.08291588501,94925.32673357832,130190.96455580705,227896.89938583373,180263.21423353656,162063.68766587906,112867.481119535,150761.31398051637,108316.39275267263,122129.91906111548,222725.01569669176,125647.92355828502,241337.11215601597,120843.75777555104,183694.28703540476,232214.4299795649,163338.60970471444,186973.69932278816,116961.45386599847,95545.98494266967,91188.0949316621,202056.80875565222,124077.97111066058,122153.6665654228,117434.38821623268,174471.76724047813,111377.03472556257,118025.96437420526,177961.06129820633,143025.76283849592,225081.22310060688,202082.6463371786,136650.7363545666,110548.25449416651,261924.11974845294
2015-08-31,282980.47415653337,119607.46920672632,95717.13715732866,147746.25132369206,262118.89920869374,248858.57615205253,156165.44545079052,218066.14693705924,123199.91932768977,107456.06138541874,385372.6402080615,120322.18923926097,178968.99343335087,103323.23159264949,106031.21921567708,101773.43893966031,95503.57959944334,130372.92284111935,228725.68989035918,180635.3180011182,162827.66056694562,113422.49930680162,151512.2822313595,108767.844444854,123082.44172216655,224479.59080766444,126120.81843712823,241943.07240521046,121449.15076741163,184685.0309338931,232662.93735964887,164067.7769173649,188511.8944115909,117517.01979704114,96099.57031182895,91213.65911104676,203683.19860879224,124561.00704008371,122646.5415121187,117963.6504321438,175296.43707954738,112069.09957182742,118551.16241884898,179365.59833050802,143481.1064935181,225394.1232148562,203485.2960757984,137115.56225094575,111148.85577750132,264189.7182098331
